Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,sex,identifiedBy,identificationRemarks,establismentMeans ,basisOfRecord,institutionID,datasetID,catalogNumber,institutionCode,collectionCode,individualCount,lifeStage,preparations,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-PIRU_0230,n,,Dasytinae A,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0230,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0231,y,SBBG-PIRU_0231,Eleodes,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,Tenebrioninae,,Amphidorini,,Eleodes,Eleodes,gracilis,,Eleodes gracilis,,Jose M. Flores | jcexotic,to Eleodes | to Eleodes gracilis on iNaturalist,,,,SBBG-PIRU_,0231,,,1,adult,pinned,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150142872,,,,Z3-2,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z3-2,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z3,,,United States,California,Ventura,Piru,Lake Piru,,422 m,EGM96,,,34.49761963,-118.7579346,34.49761963,-118.7579346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0232,y,SBBG-PIRU_0023,Nyctoporis,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,Pimeliinae,,Nyctoporini,,Nyctoporis,,,,,,Jose M. Flores | KW,to morphospecies SBBG-PIRU_0023 | confirmed Nycoporis on iNaturalist,,,,SBBG-PIRU_,0232,,,1,adult,pinned,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150091198,,,,Z6-1,,pitfall trap,24,hours,24 hours,9:00AM 2022/5/19 - 9:00AM 2022/5/20,2022,5,20,,Z6-1,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z6,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49752808,-118.7583542,34.49752808,-118.7583542,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0233,y,,Dasytinae E,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,,,,,,SBBG-PIRU_,0233,,,,,,,#N/A,https://www.inaturalist.org/observations/151056258,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0234,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,,,,,,SBBG-PIRU_,0234,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0235,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0235,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0236,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0236,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0237,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0237,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0238,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0238,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0239,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0239,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0240,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0240,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0241,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0241,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0242,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0242,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0243,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0243,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0244,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0244,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0245,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0245,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0246,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0246,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0247,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0247,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0248,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0248,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0249,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0249,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0250,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0250,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0251,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0251,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0252,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0252,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0253,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0253,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0254,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0254,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0255,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0255,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0256,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0256,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0257,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0257,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0258,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0258,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0259,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0259,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0260,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0260,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0261,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0261,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0262,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0262,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0263,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0263,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0264,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0264,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0265,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0265,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0266,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0266,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0267,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0267,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0268,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0268,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0269,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0269,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0270,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0270,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0271,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0271,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0272,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0272,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0273,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0273,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0274,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0274,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0275,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0275,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0276,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0276,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0277,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0277,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0278,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0278,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
SBBG-PIRU_0279,,,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,,,,,,,,,,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0279,,,,,,,#N/A,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,,
